Dia,Hora,FOZIB_MW,PVLARRQ_MW,CPVPVL_MW,XESTR_MW,XTRIO_MW
1,00:00,694.0,157.0,576.0,2932.0,200.0
1,00:30,694.0,502.2,21.58,200.0,3018.0
1,01:00,694.0,722.0,40.0,200.0,3036.0
1,01:30,694.0,675.31,36.27,3128.0,200.0
1,02:00,694.0,157.0,630.0,3226.0,200.0
1,02:30,694.0,262.53,209.74,3296.0,200.0
1,03:00,694.0,157.0,656.0,3418.0,200.0
1,03:30,694.0,334.73,296.92,3442.0,200.0
1,04:00,694.0,1001.0,40.0,200.0,3456.0
1,04:30,694.0,680.0,800.0,200.0,3494.0
1,05:00,694.0,660.0,800.0,200.0,3548.0
1,05:30,694.0,1400.0,40.0,200.0,3672.0
1,06:00,694.0,700.0,40.0,200.0,3302.0
1,06:30,694.0,328.0,420.0,200.0,3136.0
1,07:00,694.0,644.53,34.89,1500.0,4000.0
1,07:30,694.0,506.74,18.71,1500.0,4000.0
1,08:00,694.0,512.79,18.66,1500.0,4000.0
1,08:30,694.0,773.0,40.0,1500.0,4000.0
1,09:00,694.0,782.0,40.0,1500.0,4000.0
1,09:30,694.0,792.0,40.0,1500.0,4000.0
1,10:00,694.0,801.0,40.0,1500.0,4000.0
1,10:30,694.0,809.0,40.0,1500.0,4000.0
1,11:00,694.0,516.12,18.61,1500.0,4000.0
1,11:30,694.0,775.0,40.0,1500.0,4000.0
1,12:00,694.0,709.9,35.67,200.0,3480.0
1,12:30,694.0,550.61,20.82,200.0,3450.0
1,13:00,694.0,795.0,40.0,200.0,2638.0
1,13:30,694.0,801.0,39.91,200.0,2972.0
1,14:00,694.0,874.0,40.0,200.0,3014.0
1,14:30,694.0,501.0,420.0,200.0,3526.0
1,15:00,694.0,508.0,420.0,200.0,3536.0
1,15:30,694.0,200.0,800.0,200.0,3574.0
1,16:00,694.0,585.0,420.0,200.0,3602.0
1,16:30,694.0,536.43,365.26,3762.0,200.0
1,17:00,694.0,597.0,420.0,3860.0,200.0
1,17:30,694.0,602.0,420.0,4000.0,442.0
1,18:00,243.0,607.0,420.0,3960.0,200.0
1,18:30,842.0,991.0,40.0,3962.0,200.0
1,19:00,243.0,995.0,40.0,200.0,3888.0
1,19:30,243.0,620.0,420.0,200.0,3510.0
1,20:00,243.0,1003.0,40.0,200.0,3982.0
1,20:30,243.0,1007.0,40.0,200.0,3224.0
1,21:00,243.0,1011.0,40.0,288.0,4000.0
1,21:30,243.0,1015.0,40.0,200.0,3474.0
1,22:00,694.0,635.0,800.0,3176.0,200.0
1,22:30,694.0,1646.0,40.0,3100.0,200.0
1,23:00,694.0,1203.0,40.0,200.0,3092.0
1,23:30,694.0,1215.0,420.0,200.0,3118.0
2,00:00,694.0,250.24,285.06,852.0,200.0
2,00:30,694.0,105.99,413.56,200.0,876.0
2,01:00,694.0,931.0,40.0,200.0,486.0
2,01:30,694.0,938.0,40.0,200.0,200.0
2,02:00,694.0,1045.0,40.0,200.0,200.0
2,02:30,694.0,1198.0,40.0,200.0,200.0
2,03:00,694.0,1580.0,40.0,584.0,200.0
2,03:30,694.0,796.0,800.0,200.0,200.0
2,04:00,694.0,1532.0,40.0,200.0,200.0
2,04:30,694.0,1128.0,420.0,200.0,200.0
2,05:00,694.0,1486.0,40.0,200.0,200.0
2,05:30,694.0,1463.0,40.0,200.0,200.0
2,06:00,694.0,799.0,40.0,200.0,200.0
2,06:30,694.0,430.0,420.0,200.0,200.0
2,07:00,694.0,594.75,34.9,200.0,200.0
2,07:30,694.0,657.0,40.0,200.0,200.0
2,08:00,694.0,594.85,34.91,200.0,200.0
2,08:30,694.0,131.35,375.54,200.0,200.0
2,09:00,694.0,596.07,35.04,200.0,200.0
2,09:30,694.0,656.0,40.0,200.0,200.0
2,10:00,694.0,556.92,17.3,200.0,200.0
2,10:30,694.0,864.0,40.0,200.0,200.0
2,11:00,694.0,170.0,800.0,200.0,200.0
2,11:30,694.0,176.0,800.0,200.0,200.0
2,12:00,694.0,943.0,40.0,200.0,262.0
2,12:30,694.0,949.0,40.0,200.0,200.0
2,13:00,694.0,954.0,40.0,200.0,200.0
2,13:30,694.0,960.0,40.0,200.0,200.0
2,14:00,694.0,548.0,40.0,200.0,343.0
2,14:30,694.0,765.63,29.34,200.0,1256.0
2,15:00,694.0,216.0,800.0,200.0,1673.0
2,15:30,694.0,1220.0,40.0,200.0,1608.0
2,16:00,694.0,905.0,40.0,3428.0,200.0
2,16:30,694.0,911.0,40.0,4000.0,487.0
2,17:00,694.0,989.0,40.0,4000.0,547.0
2,17:30,694.0,779.93,29.19,4000.0,827.0
2,18:00,2028.0,998.0,40.0,4000.0,597.0
2,18:30,2070.0,1002.0,40.0,4000.0,401.0
2,19:00,1504.0,1006.0,40.0,4000.0,267.0
2,19:30,1272.0,1010.0,40.0,3972.0,200.0
2,20:00,243.0,1013.0,40.0,3950.0,200.0
2,20:30,243.0,1017.0,40.0,3904.0,200.0
2,21:00,1576.0,642.0,420.0,3830.0,200.0
2,21:30,1636.0,1027.0,40.0,200.0,3744.0
2,22:00,694.0,1031.0,40.0,3866.0,200.0
2,22:30,694.0,1670.0,40.0,200.0,3802.0
2,23:00,694.0,1650.0,40.0,200.0,3510.0
2,23:30,694.0,1624.0,40.0,200.0,3380.0
3,00:00,694.0,224.0,800.0,200.0,3278.0
3,00:30,694.0,985.0,40.0,200.0,3216.0
3,01:00,694.0,987.0,40.0,200.0,3282.0
3,01:30,694.0,988.0,40.0,3204.0,200.0
3,02:00,694.0,989.0,40.0,3274.0,200.0
3,02:30,694.0,991.0,40.0,200.0,3052.0
3,03:00,694.0,1248.0,40.0,200.0,2628.0
3,03:30,694.0,1238.0,420.0,2686.0,200.0
3,04:00,694.0,1450.0,40.0,200.0,1823.0
3,04:30,694.0,1574.0,40.0,200.0,2390.0
3,05:00,694.0,1548.0,40.0,200.0,2812.0
3,05:30,694.0,1524.0,40.0,3046.0,200.0
3,06:00,694.0,949.0,40.0,4000.0,304.0
3,06:30,694.0,951.0,40.0,464.0,4000.0
3,07:00,694.0,952.0,40.0,715.0,4000.0
3,07:30,694.0,954.0,40.0,1234.0,4000.0
3,08:00,848.0,641.67,19.25,1500.0,4000.0
3,08:30,846.0,956.0,40.0,1500.0,4000.0
3,09:00,849.0,958.0,40.0,1500.0,4000.0
3,09:30,849.0,959.0,40.0,1500.0,4000.0
3,10:00,191.0,581.0,420.0,4000.0,211.0
3,10:30,191.0,962.0,40.0,200.0,3998.0
3,11:00,191.0,757.93,29.16,232.0,4000.0
3,11:30,191.0,585.0,420.0,3960.0,200.0
3,12:00,191.0,967.0,40.0,200.0,3998.0
3,12:30,191.0,968.0,40.0,200.0,3826.0
3,13:00,191.0,969.0,40.0,200.0,3582.0
3,13:30,191.0,591.0,420.0,3378.0,200.0
3,14:00,191.0,592.0,420.0,3214.0,200.0
3,14:30,191.0,594.0,420.0,3056.0,200.0
3,15:00,420.0,975.0,40.0,200.0,3050.0
3,15:30,1850.0,977.0,40.0,200.0,3028.0
3,16:00,2662.0,978.0,40.0,200.0,3110.0
3,16:30,2742.0,980.0,40.0,200.0,3444.0
3,17:00,3609.0,981.0,40.0,242.0,4000.0
3,17:30,4386.0,602.0,420.0,704.0,4000.0
3,18:00,4437.0,604.0,420.0,1094.0,4000.0
3,18:30,4437.0,225.0,800.0,1264.0,4000.0
3,19:00,4311.0,227.0,800.0,4000.0,1379.0
3,19:30,3789.0,228.0,800.0,1634.0,4000.0
3,20:00,4482.0,990.0,40.0,1500.0,4000.0
3,20:30,3090.0,991.0,40.0,1064.0,4000.0
3,21:00,4479.0,994.0,40.0,4000.0,1045.0
3,21:30,4476.0,999.0,40.0,760.0,4000.0
3,22:00,4473.0,694.96,21.03,298.0,4000.0
3,22:30,4473.0,1010.0,40.0,200.0,3776.0
3,23:00,3267.0,598.0,40.0,200.0,3538.0
3,23:30,3123.0,1020.0,40.0,200.0,3544.0
4,00:00,1396.0,774.0,292.0,2282.0,2282.0
4,00:30,1393.0,774.0,292.0,2244.0,2244.0
4,01:00,1392.0,774.0,292.0,2204.0,2204.0
4,01:30,1392.0,775.0,292.0,2214.0,2214.0
4,02:00,1070.0,775.0,292.0,2236.0,2236.0
4,02:30,1095.0,775.0,293.0,2250.0,2250.0
4,03:00,1095.0,776.0,293.0,2264.0,2264.0
4,03:30,1095.0,776.0,293.0,2278.0,2278.0
4,04:00,1095.0,1266.0,388.0,2302.0,2302.0
4,04:30,1092.0,1242.0,385.0,2316.0,2316.0
4,05:00,1400.0,1220.0,381.0,2326.0,2326.0
4,05:30,1400.0,1265.0,388.0,2364.0,2364.0
4,06:00,1400.0,747.0,285.0,2450.0,2450.0
4,06:30,1399.0,747.0,285.0,2502.0,2502.0
4,07:00,1398.0,748.0,285.0,2498.0,2498.0
4,07:30,1399.0,748.0,285.0,1508.0,3018.0
4,08:00,1031.0,748.0,285.0,1421.0,2844.0
4,08:30,1031.0,749.0,285.0,1389.0,2782.0
4,09:00,1033.0,749.0,285.0,1376.0,2754.0
4,09:30,1035.0,749.0,286.0,1357.0,2716.0
4,10:00,994.0,749.0,286.0,1409.0,2822.0
4,10:30,994.0,750.0,286.0,1406.0,2814.0
4,11:00,995.0,750.0,286.0,1398.0,2798.0
4,11:30,998.0,750.0,286.0,1408.0,2818.0
4,12:00,1012.0,751.0,286.0,1393.0,2788.0
4,12:30,1023.0,751.0,286.0,1329.0,2660.0
4,13:00,1015.0,751.0,286.0,1334.0,2670.0
4,13:30,1013.0,752.0,286.0,1292.0,2586.0
4,14:00,1588.0,752.0,286.0,1244.0,2492.0
4,14:30,2530.0,752.0,286.0,1215.0,2434.0
4,15:00,1453.0,753.0,287.0,1203.0,2410.0
4,15:30,2160.0,753.0,287.0,1233.0,2470.0
4,16:00,3276.0,753.0,287.0,1280.0,2562.0
4,16:30,2948.0,754.0,287.0,1349.0,2700.0
4,17:00,3600.0,754.0,287.0,1445.0,2892.0
4,17:30,3720.0,754.0,287.0,1539.0,3080.0
4,18:00,3723.0,754.0,287.0,1634.0,3268.0
4,18:30,3768.0,755.0,287.0,1649.0,3300.0
4,19:00,3627.0,755.0,287.0,1667.0,3334.0
4,19:30,3660.0,756.0,287.0,1681.0,3364.0
4,20:00,3249.0,756.0,287.0,1655.0,3310.0
4,20:30,3294.0,757.0,288.0,1609.0,3218.0
4,21:00,3741.0,757.0,288.0,1557.0,3114.0
4,21:30,3717.0,757.0,288.0,1470.0,2942.0
4,22:00,3711.0,758.0,288.0,1388.0,2778.0
4,22:30,3720.0,760.0,288.0,1308.0,2620.0
4,23:00,3615.0,761.0,289.0,1251.0,2506.0
4,23:30,3537.0,762.0,289.0,1204.0,2412.0
5,00:00,694.0,319.0,800.0,200.0,2804.0
5,00:30,694.0,1079.0,40.0,2000.0,905.0
5,01:00,694.0,296.84,705.46,200.0,2762.0
5,01:30,694.0,1079.0,40.0,2000.0,1001.0
5,02:00,694.0,319.0,800.0,2000.0,1123.0
5,02:30,694.0,1080.0,40.0,200.0,2906.0
5,03:00,694.0,320.0,800.0,2000.0,1231.0
5,03:30,694.0,1080.0,40.0,200.0,3106.0
5,04:00,694.0,1080.0,40.0,200.0,3204.0
5,04:30,694.0,700.0,420.0,200.0,3296.0
5,05:00,694.0,701.0,420.0,2000.0,1508.0
5,05:30,694.0,978.0,420.0,200.0,3546.0
5,06:00,694.0,696.0,420.0,200.0,3884.0
5,06:30,694.0,1076.0,40.0,290.0,4000.0
5,07:00,694.0,1077.0,40.0,876.0,4000.0
5,07:30,694.0,1077.0,40.0,537.0,4000.0
5,08:00,1194.0,1077.0,40.0,1500.0,4000.0
5,08:30,1194.0,1077.0,40.0,1500.0,4000.0
5,09:00,1195.0,1077.0,40.0,1500.0,4000.0
5,09:30,1195.0,1078.0,40.0,1500.0,4000.0
5,10:00,1144.0,1078.0,40.0,2000.0,4000.0
5,10:30,1144.0,1006.55,37.99,2000.0,4000.0
5,11:00,191.0,1078.0,40.0,1043.0,4000.0
5,11:30,191.0,1006.84,38.0,1070.0,4000.0
5,12:00,191.0,1078.0,40.0,200.0,3444.0
5,12:30,191.0,1079.0,40.0,2000.0,1475.0
5,13:00,191.0,1079.0,40.0,2000.0,1299.0
5,13:30,191.0,1079.0,40.0,2000.0,1164.0
5,14:00,191.0,699.0,420.0,200.0,2780.0
5,14:30,408.0,1079.0,40.0,200.0,2662.0
5,15:00,821.0,1080.0,40.0,200.0,2618.0
5,15:30,1084.0,1080.0,40.0,2000.0,842.0
5,16:00,3789.0,1080.0,40.0,2000.0,856.0
5,16:30,4155.0,320.0,800.0,200.0,2806.0
5,17:00,4443.0,1014.14,38.2,200.0,3262.0
5,17:30,4440.0,1080.0,40.0,200.0,3708.0
5,18:00,4554.0,1081.0,40.0,373.0,4000.0
5,18:30,4689.0,321.0,800.0,2000.0,2478.0
5,19:00,4689.0,1081.0,40.0,583.0,4000.0
5,19:30,4689.0,1081.0,40.0,2000.0,2744.0
5,20:00,4743.0,1082.0,40.0,2000.0,2900.0
5,20:30,4473.0,1082.0,40.0,1101.0,4000.0
5,21:00,4743.0,1082.0,40.0,2000.0,2774.0
5,21:30,4743.0,1082.0,40.0,402.0,4000.0
5,22:00,4743.0,1083.0,40.0,200.0,3864.0
5,22:30,4461.0,766.68,22.75,2000.0,1785.0
5,23:00,4461.0,1083.0,40.0,200.0,3256.0
5,23:30,4458.0,1084.0,40.0,200.0,3020.0
6,00:00,1416.0,1084.0,40.0,200.0,2942.0
6,00:30,694.0,667.0,40.0,2000.0,942.0
6,01:00,694.0,667.0,40.0,2000.0,953.0
6,01:30,694.0,667.0,40.0,2000.0,1029.0
6,02:00,694.0,668.0,40.0,2000.0,1110.0
6,02:30,694.0,668.0,40.0,2000.0,1101.0
6,03:00,694.0,668.0,40.0,200.0,2980.0
6,03:30,694.0,157.0,550.0,200.0,3066.0
6,04:00,694.0,669.0,40.0,200.0,3136.0
6,04:30,694.0,669.0,40.0,200.0,3226.0
6,05:00,694.0,670.0,40.0,200.0,3342.0
6,05:30,694.0,601.93,34.45,2000.0,1694.0
6,06:00,694.0,1088.0,40.0,200.0,3742.0
6,06:30,694.0,1088.0,40.0,200.0,3998.0
6,07:00,1217.0,1089.0,40.0,1500.0,4000.0
6,07:30,694.0,1089.0,40.0,1220.0,4000.0
6,08:00,1194.0,1089.0,40.0,1500.0,4000.0
6,08:30,1194.0,1089.0,40.0,1500.0,4000.0
6,09:00,1195.0,1090.0,40.0,1500.0,4000.0
6,09:30,1195.0,1090.0,40.0,1500.0,4000.0
6,10:00,1144.0,1090.0,40.0,2000.0,4000.0
6,10:30,1144.0,1019.82,38.06,2000.0,4000.0
6,11:00,191.0,1091.0,40.0,885.0,4000.0
6,11:30,191.0,1091.0,40.0,856.0,4000.0
6,12:00,191.0,1092.0,40.0,378.0,4000.0
6,12:30,191.0,1092.0,40.0,200.0,3936.0
6,13:00,191.0,1092.0,40.0,200.0,3444.0
6,13:30,191.0,675.0,40.0,200.0,2780.0
6,14:00,191.0,675.0,40.0,200.0,2622.0
6,14:30,191.0,215.27,254.4,200.0,2552.0
6,15:00,300.0,265.09,341.8,2000.0,683.0
6,15:30,1676.0,676.0,40.0,2000.0,645.0
6,16:00,3888.0,676.0,40.0,200.0,2818.0
6,16:30,4095.0,263.52,335.68,200.0,3134.0
6,17:00,4443.0,261.13,329.74,2000.0,1769.0
6,17:30,4470.0,157.0,560.0,2000.0,2240.0
6,18:00,4689.0,613.35,34.95,2000.0,2618.0
6,18:30,4689.0,865.0,40.0,708.0,4000.0
6,19:00,4689.0,861.0,40.0,939.0,4000.0
6,19:30,4689.0,678.0,40.0,1106.0,4000.0
6,20:00,4743.0,157.0,686.0,2000.0,3102.0
6,20:30,4743.0,475.0,420.0,2000.0,2808.0
6,21:00,4743.0,471.0,420.0,2000.0,2452.0
6,21:30,4743.0,467.0,420.0,2000.0,2042.0
6,22:00,4461.0,463.0,420.0,2000.0,1742.0
6,22:30,4458.0,268.13,342.84,2000.0,1376.0
6,23:00,4458.0,300.0,420.0,2000.0,1126.0
6,23:30,4455.0,106.17,336.66,2000.0,895.0
7,00:00,1624.0,338.0,800.0,2000.0,1157.0
7,00:30,1536.0,338.0,800.0,200.0,2886.0
7,01:00,1039.0,1099.0,40.0,200.0,2966.0
7,01:30,694.0,1099.0,40.0,2000.0,1252.0
7,02:00,694.0,157.0,564.0,2000.0,1300.0
7,02:30,694.0,340.0,800.0,2000.0,1387.0
7,03:00,845.0,1100.0,40.0,200.0,3296.0
7,03:30,764.0,1100.0,40.0,200.0,3384.0
7,04:00,694.0,341.0,800.0,200.0,3442.0
