Dia,Hora,EXP_NEN,EXP_NESE,EXP_NE,EXP_SULSECO,EXP_NS
1,00:00,3462.9,7133.299999999999,10596.199999999999,1282.8,3380.3
1,00:30,3807.1,6606.3,10413.4,2971.1,2868.4
1,01:00,3558.6,7010.1,10568.7,965.0999999999999,3336.7
1,01:30,3741.8,6459.1,10200.9,2049.2,2725.6
1,02:00,3370.3,6513.6,9883.9,1257.2,3037.1
1,02:30,3589.4,6431.7,10021.1,1056.8,2863.3
1,03:00,3275.6,6042.2,9317.8,1128.1,2746.9
1,03:30,3468.9,5890.5,9359.4,1847.5,2550.5
1,04:00,3482.5,5932.0,9414.5,1550.4,2622.5
1,04:30,3655.4,5680.9,9336.3,2445.7,2296.0
1,05:00,3397.2,5863.6,9260.8,1402.6000000000001,2705.9
1,05:30,3567.1,6143.5,9710.6,1023.6000000000001,2825.3
1,06:00,4262.7,8270.3,12533.0,-2005.3999999999999,4226.0
1,06:30,4498.7,7515.4,12014.1,786.1999999999999,3439.3
1,07:00,7765.9,8049.7,15815.6,-245.89999999999992,1478.9
1,07:30,8025.9,7325.1,15351.0,2121.7999999999997,753.7
1,08:00,8455.6,7222.3,15677.9,2390.6,396.1
1,08:30,8273.5,8196.5,16470.0,-1090.3999999999999,1308.3
1,09:00,8016.7,7863.3,15880.0,925.0999999999999,1480.1999999999998
1,09:30,8070.5,7727.0,15797.5,1362.6,1331.3999999999999
1,10:00,8251.1,7651.8,15902.9,1376.4,1419.8
1,10:30,8302.4,7720.0,16022.4,1294.9,1467.7
1,11:00,7649.9,7781.4,15431.3,1226.1000000000001,2119.0
1,11:30,7635.2,7779.3,15414.5,1289.2,2170.5
1,12:00,6197.9,7945.0,14142.9,1616.2,3244.9
1,12:30,6166.7,8030.099999999999,14196.8,1518.4,3324.4
1,13:00,5282.5,8384.3,13666.8,174.79999999999998,4146.7
1,13:30,5325.6,7723.400000000001,13049.0,2140.7,3636.4
1,14:00,4784.4,8042.6,12827.0,1237.1,4213.5
1,14:30,4758.2,7735.5,12493.7,1744.1000000000001,4000.0
1,15:00,4750.7,7778.599999999999,12529.3,1675.0,4075.2
1,15:30,4642.7,7650.6,12293.3,2175.8,3934.6
1,16:00,4550.5,7056.2,11606.699999999999,3478.4,3305.6000000000004
1,16:30,4237.7,6676.5,10914.2,4896.0,2994.4
1,17:00,3087.1,6260.0,9347.1,858.6,3265.8
1,17:30,3021.9,5723.6,8745.5,3295.2000000000003,2841.8999999999996
1,18:00,3327.2,7439.4,10766.6,475.0000000000001,4046.6000000000004
1,18:30,3339.4,7476.3,10815.7,351.9000000000001,4017.8999999999996
1,19:00,4103.4,8188.8,12292.2,277.79999999999995,4358.7
1,19:30,3718.9,8009.8,11728.7,315.2000000000001,4359.0
1,20:00,4290.2,8204.8,12495.0,-343.3000000000002,4024.3999999999996
1,20:30,3850.8,8185.4,12036.2,-177.79999999999998,4194.1
1,21:00,4437.6,8248.4,12686.0,-169.2999999999999,3929.1
1,21:30,4124.7,8251.7,12376.4,62.400000000000276,4069.8999999999996
1,22:00,3940.9,7796.8,11737.7,3913.1,3843.3
1,22:30,3941.6,7901.2,11842.8,2255.4,3926.2
1,23:00,3917.3,7889.8,11807.1,-563.0,4123.3
1,23:30,3626.4,7094.5,10720.9,269.10000000000014,3690.4
2,00:00,3378.8,6215.7,9594.5,2390.5,2901.7
2,00:30,3261.3,6493.8,9755.1,442.9999999999999,3302.5
2,01:00,3509.1,6116.3,9625.4,3438.7000000000003,2800.7
2,01:30,3839.3,5984.2,9823.5,3599.2,2498.0
2,02:00,3319.5,5090.2,8409.7,4217.4,2345.3
2,02:30,3543.9,5406.3,8950.199999999999,3422.9,2515.8
2,03:00,2912.2,5074.3,7986.5,2863.0,2912.9
2,03:30,2919.4,5162.0,8081.400000000001,2241.6,2848.4
2,04:00,3464.2,5209.299999999999,8673.5,4103.0,2248.4
2,04:30,3277.5,5535.5,8813.0,2047.7,2551.5
2,05:00,3533.4,5290.6,8824.0,4275.0,2236.3
2,05:30,3553.6,6039.099999999999,9592.7,844.8000000000001,2828.7
2,06:00,4288.8,6745.6,11034.4,901.4,3098.5
2,06:30,4361.9,6198.5,10560.4,1971.6,2401.8
2,07:00,5397.5,7916.0,13313.5,894.6000000000001,3275.1
2,07:30,5429.8,8037.9,13467.7,767.1,3374.3
2,08:00,5336.4,7888.9,13225.3,618.4000000000001,3385.8
2,08:30,5468.5,7021.8,12490.3,3691.7999999999997,2642.2
2,09:00,5267.1,7662.5,12929.6,1637.3999999999999,3279.4
2,09:30,5222.5,7824.0,13046.5,1321.8,3427.4
2,10:00,4972.7,7326.2,12298.9,1055.7,3308.6000000000004
2,10:30,4994.3,7270.5,12264.8,1586.2,3261.2
2,11:00,4640.3,7293.8,11934.1,531.5000000000001,3510.3
2,11:30,4859.0,6874.0,11733.0,2742.3,3137.1
2,12:00,4414.2,6501.8,10916.0,3604.6,3429.7
2,12:30,4322.0,7151.7,11473.699999999999,613.8,3958.2
2,13:00,4345.4,7096.599999999999,11442.0,483.30000000000007,3949.3
2,13:30,4314.1,6736.7,11050.8,2216.2999999999997,3666.6
2,14:00,4126.8,6688.1,10814.9,1520.3999999999999,3792.5
2,14:30,4044.7,6756.1,10800.800000000001,417.6999999999999,3901.9
2,15:00,4078.2,6210.8,10289.0,2009.9,3448.2
2,15:30,4199.6,5788.4,9988.0,3565.3,3079.3
2,16:00,3758.3,5426.5,9184.8,2145.3,2908.4
2,16:30,3820.8,5344.1,9164.9,3007.2000000000003,2634.7
2,17:00,3201.3,4643.7,7845.0,4399.8,1942.3
2,17:30,2903.7,4567.9,7471.6,4387.3,1912.8000000000002
2,18:00,2345.4,5615.3,7960.7,275.5,2868.5
2,18:30,2422.6000000000004,5915.8,8338.4,907.4000000000001,3009.3999999999996
2,19:00,2868.4,6899.900000000001,9768.3,558.6000000000001,3351.8
2,19:30,2880.3,6966.8,9847.1,792.6,3413.8
2,20:00,3409.0,8168.3,11577.3,821.9,3792.3999999999996
2,20:30,3494.1,8223.6,11717.7,582.2000000000002,3776.3
2,21:00,3470.3,7603.400000000001,11073.7,750.0,3862.3
2,21:30,3155.3,7233.8,10389.1,759.9000000000001,3811.7
2,22:00,3255.1,6811.1,10066.2,2370.6,3385.3999999999996
2,22:30,3276.6000000000004,6793.8,10070.4,916.7999999999998,3425.1000000000004
2,23:00,3722.3,6078.5,9800.8,4399.900000000001,2544.0
2,23:30,3587.0,6273.1,9860.1,3457.7999999999997,2779.1
3,00:00,3217.3,5773.3,8990.6,1557.7,2805.4
3,00:30,3464.5,5518.4,8982.9,2517.8,2526.3
3,01:00,3041.5,5327.4,8368.9,490.2999999999999,2872.2
3,01:30,3203.1,5045.799999999999,8248.9,2623.6,2436.6
3,02:00,2986.1,5121.9,8108.0,1608.6,2721.1
3,02:30,2986.4,4998.2,7984.6,1701.4,2707.2
3,03:00,3080.6,4932.2,8012.8,2670.4,2358.0
3,03:30,2768.8,5237.1,8005.900000000001,590.2,2725.5
3,04:00,3199.7,5523.6,8723.3,2321.2,2541.3
3,04:30,3235.9,5407.1,8643.0,2375.3,2460.7
3,05:00,3486.2,5618.2,9104.4,2461.2000000000003,2520.2
3,05:30,3351.3,6630.5,9981.8,-1241.0,3303.8
3,06:00,3578.4,6806.2,10384.6,-378.8000000000001,3078.7
3,06:30,3812.1,6652.8,10464.9,443.1000000000001,3043.2
3,07:00,4697.4,8540.2,13237.6,-1796.1999999999998,4101.1
3,07:30,4892.599999999999,7990.9,12883.5,353.3999999999999,3633.3
3,08:00,5328.7,8450.7,13779.4,-3384.7999999999997,3352.5
3,08:30,5292.3,8458.8,13751.1,-3462.1,3359.8
3,09:00,4935.8,8425.4,13361.2,-3520.0,3471.0
3,09:30,4918.4,8383.7,13302.1,-3552.2,3445.1000000000004
3,10:00,3862.5,8218.0,12080.5,-2699.0,3799.2
3,10:30,3946.1000000000004,8314.2,12260.3,-3647.2000000000003,4000.1000000000004
3,11:00,3581.4,7284.3,10865.7,-1812.1000000000001,3518.7
3,11:30,3454.0,7316.7,10770.7,-1839.8,3447.1
3,12:00,3520.7000000000003,6805.3,10326.0,-894.7999999999998,3456.3
3,12:30,3505.1,6709.7,10214.8,-346.7,3373.4
3,13:00,3450.8,6090.1,9540.9,1361.3000000000002,3209.7
3,13:30,3172.6,6104.7,9277.3,391.40000000000003,3120.0
3,14:00,3434.1000000000004,6814.4,10248.5,328.09999999999985,3403.5
3,14:30,3301.4,6667.700000000001,9969.1,1105.1,3343.5
3,15:00,3535.0,7019.9,10554.9,1174.5000000000002,3562.0
3,15:30,3498.8,6965.6,10464.4,1268.1000000000001,3542.4
3,16:00,3417.9,6942.4,10360.3,1195.8999999999999,3471.6000000000004
3,16:30,3363.5,6931.7,10295.2,1164.8,3422.2
3,17:00,2703.8,6229.4,8933.2,586.3999999999999,3033.7
3,17:30,2623.7,6086.5,8710.2,253.9,2923.9
3,18:00,3036.9,6803.8,9840.7,666.4,3349.1000000000004
3,18:30,3008.4,6976.400000000001,9984.8,740.3000000000001,3391.8999999999996
3,19:00,3413.9,7735.8,11149.7,206.39999999999998,3757.0
3,19:30,3463.6,7772.9,11236.5,517.5,3798.9
3,20:00,3840.2,8212.5,12052.7,-892.0999999999999,3839.9
3,20:30,3550.9,8126.3,11677.2,1025.8,3872.5
3,21:00,3202.3,7427.9,10630.2,812.4,3631.2
3,21:30,3185.9,7316.1,10502.0,491.70000000000005,3655.1
3,22:00,3413.5,7548.7,10962.2,770.2,3818.8
3,22:30,3415.3,7481.0,10896.3,558.8,3779.5
3,23:00,3487.2,7531.9,11019.1,1246.5,3807.8
3,23:30,3339.7,7068.6,10408.3,1370.7,3480.8999999999996
4,00:00,3370.9,5777.5,9148.4,-182.09999999999997,2511.8
4,00:30,3686.5,5673.0,9359.5,1049.3000000000002,2206.7
4,01:00,3705.3,5158.3,8863.6,1795.7,1845.5
4,01:30,3680.7,5205.5,8886.2,1613.6999999999998,1897.8
4,02:00,3736.2,5338.0,9074.2,1678.1999999999998,1856.4
4,02:30,3915.3,5151.1,9066.4,2616.3,1577.1
4,03:00,3608.8,5410.6,9019.4,1370.7,1962.8
4,03:30,3807.0,4969.1,8776.1,2933.9,1447.7
4,04:00,3346.5,4684.2,8030.7,2648.9,1533.7
4,04:30,3289.9,4787.5,8077.4,2001.0,1719.8
4,05:00,3263.3,4891.6,8154.9,1460.9,1857.5
4,05:30,3193.0,5291.5,8484.5,-24.799999999999976,2169.3
4,06:00,3954.2,4989.6,8943.8,3431.1,1359.5
4,06:30,3749.2,5819.6,9568.8,1132.0,2211.8
4,07:00,4437.1,7534.8,11971.9,-1115.8,3661.6000000000004
4,07:30,4482.7,6894.6,11377.3,2086.0,3161.0
4,08:00,4476.5,8083.099999999999,12559.6,-2097.6,4189.0
4,08:30,4501.3,8020.7,12522.0,-1781.1000000000001,4162.6
4,09:00,3856.2,6570.8,10427.0,-1211.3,3508.0
4,09:30,3843.9,6507.3,10351.2,-887.0,3478.0
4,10:00,3298.6,5308.099999999999,8606.699999999999,977.5,2870.5
4,10:30,3398.6,5106.5,8505.1,2582.3,2658.7
4,11:00,3143.6,4856.3,7999.900000000001,2275.4,2622.4
4,11:30,3035.4,4946.8,7982.2,516.5,2687.8
4,12:00,3418.2,5113.0,8531.2,3266.6,2665.6
4,12:30,3302.0,5479.3,8781.3,692.0999999999999,2919.7
4,13:00,3197.7,4583.4,7781.1,3175.0,2590.6
4,13:30,3438.0,4195.2,7633.2,4952.5,2069.2
4,14:00,3326.3999999999996,5068.3,8394.7,1734.4,2701.6
4,14:30,3225.5,4799.8,8025.3,1126.8,2542.6
4,15:00,3614.1000000000004,6508.7,10122.8,23.100000000000023,3150.8
4,15:30,3580.3999999999996,6339.4,9919.8,216.1,3110.4
4,16:00,3121.2,5875.7,8996.9,792.9,2894.8999999999996
4,16:30,3367.1,6424.1,9791.2,925.4,3234.0
4,17:00,2363.4,4980.5,7343.900000000001,877.4000000000001,2535.0
4,17:30,2220.4,4945.0,7165.4,1485.5,2502.5
4,18:00,2425.6,5836.4,8262.0,1456.1,3149.7
4,18:30,2362.7,5960.6,8323.3,1271.5,3191.6
4,19:00,2850.7,6970.9,9821.6,704.5999999999999,3690.6000000000004
4,19:30,2631.8,6688.4,9320.2,801.1999999999999,3617.3
4,20:00,3127.5,7660.299999999999,10787.8,662.3000000000002,3866.7
4,20:30,3258.6,7541.1,10799.7,762.8,3759.2
4,21:00,3369.0,7527.8,10896.8,1356.2,3766.3
4,21:30,3303.1,7270.8,10573.9,1167.3,3606.2
4,22:00,3327.9,6786.6,10114.5,1356.8,3372.1
4,22:30,3170.0,6304.5,9474.5,1661.8,3142.0
4,23:00,3138.8999999999996,6312.9,9451.8,1085.6,2984.7
4,23:30,3331.0,6298.9,9629.9,1129.8,2987.3
5,00:00,2575.1,5431.8,8006.9,-24.500000000000092,2704.7
5,00:30,2887.8,5491.4,8379.2,1733.1999999999998,2603.6
5,01:00,2911.6,5561.1,8472.7,1298.3000000000002,2756.1
5,01:30,2828.7,5664.7,8493.4,-16.299999999999997,2932.3999999999996
5,02:00,2889.8,4694.9,7584.7,3430.1,2168.9
5,02:30,2785.8,4789.2,7575.0,2025.7,2425.8
5,03:00,2725.5,4939.3,7664.8,1732.8,2485.3
5,03:30,2751.7,5075.7,7827.4,960.9000000000001,2707.0
5,04:00,2889.2000000000003,4817.599999999999,7706.8,2703.2000000000003,2378.1
5,04:30,2792.3,4932.8,7725.1,2220.7000000000003,2522.9
5,05:00,2952.8,5409.2,8362.0,882.3,2797.0
5,05:30,3066.4,5657.5,8723.9,16.799999999999898,2989.9
5,06:00,3580.1,5605.1,9185.2,2747.5,2522.7
5,06:30,3635.0,5925.2,9560.2,1745.8,2835.3
5,07:00,5160.2,7937.9,13098.1,1031.6,3764.1
5,07:30,4999.3,8042.4,13041.7,853.0999999999999,3918.4
5,08:00,5706.8,8367.8,14074.6,-2929.2,3723.6000000000004
5,08:30,5793.6,8369.7,14163.3,-2808.3,3720.9
5,09:00,5746.1,8239.2,13985.3,-2603.6,3681.9
5,09:30,5749.6,8258.2,14007.8,-2494.2000000000003,3640.0
5,10:00,6133.4,8379.3,14512.7,-2143.0,3433.8999999999996
5,10:30,6111.8,8356.199999999999,14468.0,-2148.3,3400.6
5,11:00,5653.6,8032.3,13685.9,1809.6,3606.6
5,11:30,5628.5,8316.7,13945.199999999999,-170.99999999999994,3832.9
5,12:00,4532.6,7883.3,12415.9,16.099999999999888,4384.4
5,12:30,4308.0,7919.2,12227.2,15.999999999999957,4375.7
5,13:00,4427.1,7591.9,12019.0,1130.2,4116.2
5,13:30,4308.4,7396.6,11705.0,2010.7,4011.8
5,14:00,4398.5,7119.4,11517.9,4261.2,3927.4
5,14:30,4244.2,7128.2,11372.4,1513.1,4011.5
5,15:00,4041.1,6960.7,11001.8,504.09999999999997,3988.5
5,15:30,3906.7000000000003,7002.9,10909.6,256.9999999999999,3908.8
5,16:00,3400.8999999999996,6380.6,9781.5,13.800000000000058,3496.3999999999996
5,16:30,3298.1000000000004,6414.6,9712.7,143.39999999999995,3587.1
5,17:00,2715.6,5730.6,8446.2,318.40000000000003,3080.2
5,17:30,2484.8,5614.3,8099.1,414.50000000000006,2889.0
5,18:00,2341.2,5511.8,7853.0,1734.5,2762.7
5,18:30,2351.3,5749.7,8101.0,3584.0,2831.0
5,19:00,2462.7,5949.5,8412.2,3345.9,2912.1
5,19:30,2351.8,5843.3,8195.1,2532.0,2867.9
5,20:00,2517.6,6474.7,8992.3,1091.6000000000001,2980.7
5,20:30,2546.8,6468.4,9015.2,827.8000000000001,3022.3999999999996
5,21:00,2157.9,5511.1,7669.0,3695.5,2706.7
5,21:30,2056.6,5357.7,7414.3,2911.4,2684.5
5,22:00,2118.1,5117.5,7235.599999999999,1837.7,2686.0
5,22:30,1966.7,4960.8,6927.5,1566.6,2586.9
5,23:00,2036.5,4909.1,6945.6,1608.8,2617.7
5,23:30,2122.3,4996.4,7118.7,1486.5,2731.5
6,00:00,2367.8,4412.3,6780.1,4187.9,2135.5
6,00:30,2348.8,4919.1,7267.9,1576.3,2414.6
6,01:00,2571.6,4435.7,7007.3,5594.6,1719.5
6,01:30,2245.5,4955.5,7201.0,1377.8999999999999,2365.9
6,02:00,2260.4,5152.0,7412.4,1316.2,2453.3
6,02:30,2385.2,4929.8,7315.0,3596.6,2285.4
6,03:00,2238.6000000000004,4641.6,6880.2,3722.8,1987.7
6,03:30,2174.3,5058.7,7233.0,1117.3000000000002,2413.1
6,04:00,2347.3,4382.6,6729.9,4920.9,1822.3
6,04:30,2288.1,4786.4,7074.5,3638.0,2160.5
6,05:00,2618.8,4367.5,6986.3,5172.2,1624.7
6,05:30,2798.9,4141.0,6939.9,5266.400000000001,1106.8
6,06:00,3244.3,5005.0,8249.3,4423.1,1607.5
6,06:30,3085.4,6202.5,9287.9,1159.9,2793.8
6,07:00,5354.9,7531.2,12886.1,2055.2000000000003,2477.9
6,07:30,5306.299999999999,7383.4,12689.699999999999,3388.6,2428.7
6,08:00,5383.5,8520.4,13903.9,-2325.5,3171.2
6,08:30,5418.6,8524.800000000001,13943.4,-2389.3,3167.8999999999996
6,09:00,5536.1,8549.8,14085.9,-2044.4,3199.3
6,09:30,5543.5,8557.6,14101.1,-2059.0,3199.5
6,10:00,5948.0,8646.8,14594.8,-2121.9,3080.1000000000004
6,10:30,5942.6,8594.8,14537.4,-2232.5,3050.6
6,11:00,5249.8,8581.1,13830.9,-1199.5,3695.0
6,11:30,5268.9,8605.5,13874.4,-833.7,3670.8
6,12:00,5020.4,8612.1,13632.5,-198.99999999999994,3938.3
6,12:30,4869.0,8650.9,13519.9,179.00000000000006,4003.2
6,13:00,4617.5,8635.1,13252.6,-40.099999999999795,4119.4
6,13:30,4328.8,8671.1,12999.9,163.40000000000003,4230.5
6,14:00,4159.5,8260.3,12419.8,467.5999999999999,4107.2
6,14:30,4063.7,8254.4,12318.1,583.0999999999999,4083.5
6,15:00,3778.7,8077.3,11856.0,604.3,3916.4
6,15:30,3723.5,7800.8,11524.300000000001,632.0999999999999,3817.7
6,16:00,3031.4,6728.6,9760.0,159.49999999999997,3253.6
6,16:30,2905.5,6804.7,9710.2,-22.899999999999977,3381.5
6,17:00,2207.4,5819.6,8027.0,134.20000000000005,2707.6
6,17:30,2135.8,5703.7,7839.5,334.80000000000007,2605.2
6,18:00,1986.4,5505.0,7491.400000000001,3880.6,2511.9
6,18:30,2012.8,5495.2,7508.0,4110.5,2435.5
6,19:00,2240.2,6128.6,8368.8,3070.7000000000003,2787.7
6,19:30,2265.8,6121.2,8387.0,2571.2999999999997,2802.5
6,20:00,2383.5,6471.2,8854.7,1888.4,2849.3
6,20:30,2272.8999999999996,6224.9,8497.8,1933.5,2718.9
6,21:00,2210.8,6269.8,8480.6,2873.9,2772.0
6,21:30,2105.7,6068.1,8173.8,2170.2,2689.8999999999996
6,22:00,2242.4,6092.2,8334.6,1610.3,2790.7
6,22:30,2317.2,6061.5,8378.7,1774.6,2820.2
6,23:00,2048.9,5619.0,7667.9,1474.7,2549.2
6,23:30,1989.9,5270.1,7260.0,1734.4,2395.4
7,00:00,2149.1,5128.7,7277.8,1901.2,2351.1
7,00:30,2268.1,5217.099999999999,7485.2,1394.6,2434.0
7,01:00,2318.9,5017.1,7336.0,1559.3,2429.2
7,01:30,2281.7,5066.4,7348.1,1205.6999999999998,2447.6
7,02:00,2006.1999999999998,4998.4,7004.6,1205.4,2315.6
7,02:30,2227.9,4670.0,6897.9,4513.9,2010.0
7,03:00,1834.5,4572.3,6406.8,2075.6,2099.7
7,03:30,1895.5,4410.4,6305.900000000001,3273.6,1957.1999999999998
7,04:00,2136.4,4481.0,6617.4,4998.599999999999,1792.9
7,04:30,1932.2,4878.1,6810.3,1277.8000000000002,2179.2
7,05:00,2006.3,4921.8,6928.099999999999,1489.1999999999998,2081.2
7,05:30,2426.1,4036.3,6462.4,4833.900000000001,1006.2
7,06:00,2453.6,5530.099999999999,7983.7,760.1999999999999,2332.9
7,06:30,2759.6,4969.9,7729.5,3302.2,1695.7
7,07:00,3628.0,7612.9,11240.9,561.1000000000001,3414.2
7,07:30,3595.6,7383.1,10978.7,1132.3,3288.9
7,08:00,3499.5,7504.7,11004.199999999999,-324.9000000000001,3666.7
7,08:30,3473.5,7489.5,10963.0,43.999999999999886,3583.3
7,09:00,3474.5,6831.5,10306.0,356.6999999999999,3526.2
7,09:30,3494.5,6801.4,10295.9,548.5999999999999,3516.7000000000003
7,10:00,3485.2,6656.900000000001,10142.1,886.5,3520.8
7,10:30,3427.0,6605.9,10032.9,831.9000000000002,3600.7
7,11:00,3423.7,6291.7,9715.4,585.5000000000001,3551.2
7,11:30,3485.3,6288.2,9773.5,464.19999999999993,3597.1
7,12:00,3382.0,5825.700000000001,9207.7,715.2,3419.5
7,12:30,3437.0,5766.2,9203.2,852.7,3467.6
7,13:00,3613.0,6420.700000000001,10033.7,462.09999999999997,3691.7
7,13:30,3541.2,6175.9,9717.1,367.7000000000001,3580.0
7,14:00,3349.1,6042.9,9392.0,420.39999999999986,3473.8
7,14:30,3194.7999999999997,5932.4,9127.2,477.70000000000005,3463.2000000000003
7,15:00,3545.5,6418.9,9964.4,635.8000000000001,3661.5
7,15:30,3448.9,6373.0,9821.9,722.8000000000001,3599.0
7,16:00,3465.9,6580.099999999999,10046.0,980.7,3650.8999999999996
7,16:30,3389.7,6619.4,10009.1,940.3,3683.7
7,17:00,2992.2,6028.5,9020.7,836.2999999999998,3360.0
7,17:30,2831.8,5959.299999999999,8791.1,682.3999999999999,3222.8999999999996
7,18:00,3147.1,6447.9,9595.0,559.9999999999999,3481.3
7,18:30,3090.2,6483.9,9574.1,319.70000000000005,3436.8
7,19:00,3116.3999999999996,6582.5,9698.9,-22.800000000000082,3515.3
7,19:30,3074.7,6762.3,9837.0,436.1,3630.0
7,20:00,3278.0,7215.6,10493.6,739.1000000000001,3830.3999999999996
7,20:30,3320.9,7122.9,10443.800000000001,666.9000000000001,3742.5
7,21:00,3587.6,7592.8,11180.4,871.2,3963.7
7,21:30,3461.0,7561.7,11022.7,916.5000000000001,3958.2
7,22:00,3529.2,7472.7,11001.9,861.8,3866.0
7,22:30,3545.7,7506.6,11052.3,1034.0,3829.5
7,23:00,3428.4,7215.4,10643.8,521.8000000000001,3888.8
7,23:30,3521.8,7227.7,10749.5,767.8,3730.7
8,00:00,3341.6,6492.6,9834.2,2102.7999999999997,3182.2000000000003
8,00:30,4110.8,6305.4,10416.2,2161.8,2516.5
8,01:00,3870.8,5603.1,9473.9,4512.4,2281.6
8,01:30,3904.2,5661.7,9565.9,3362.5,2305.8
8,02:00,3455.5,5018.5,8474.0,4330.0,2101.4
8,02:30,3440.7,4926.0,8366.7,3067.1,1961.0
8,03:00,2514.0,3994.8,6508.8,5798.6,2010.0
8,03:30,2397.7,3971.5,6369.2,2062.4,1986.2
8,04:00,2662.5,3885.3,6547.8,3776.4,1792.6999999999998
8,04:30,2256.8,3907.2,6164.0,3563.8,2086.2
8,05:00,2236.8,3847.3,6084.1,5475.6,2058.1
8,05:30,2062.1,3450.0,5512.1,3056.5,1674.4
8,06:00,2565.0,4092.3,6657.3,2806.4,1984.1
8,06:30,2739.7,3830.6,6570.299999999999,4188.7,1720.6
8,07:00,3357.7,5415.9,8773.6,2909.4999999999995,2890.9
8,07:30,3440.1,5522.5,8962.6,2055.0,2921.6
8,08:00,4037.6,6266.0,10303.6,1730.4,3434.1000000000004
8,08:30,4048.9,6153.4,10202.3,2558.3999999999996,3327.9
8,09:00,4066.2,6206.7,10272.9,2967.6,3331.4
8,09:30,4171.0,5611.9,9782.9,5535.6,2833.8
8,10:00,3891.1000000000004,5974.6,9865.7,3500.5,3119.4
8,10:30,3994.8,5409.4,9404.2,5107.3,2649.1
8,11:00,4110.1,5795.4,9905.5,4854.1,2920.8
8,11:30,4135.5,5663.6,9799.1,5316.5,2779.4
8,12:00,4690.9,7053.9,11744.8,3339.3,3632.0
8,12:30,4657.1,7116.9,11774.0,2109.6,3684.7
8,13:00,5680.1,7642.4,13322.5,3331.9,3226.1
