Dia,Hora,FOZIB_MW,PVLARRQ_MW,CPVPVL_MW,XESTR_MW,XTRIO_MW
1,00:00,2512.0,199.13,670.96,200.0,200.0
1,00:30,2504.0,980.0,40.0,200.0,200.0
1,01:00,2496.0,982.0,40.0,200.0,200.0
1,01:30,2488.0,984.0,40.0,200.0,200.0
1,02:00,2484.0,226.0,800.0,200.0,200.0
1,02:30,2482.0,592.51,403.52,200.0,200.0
1,03:00,2424.0,230.0,800.0,200.0,200.0
1,03:30,2234.0,213.58,682.7,200.0,200.0
1,04:00,2022.0,920.82,37.51,200.0,200.0
1,04:30,2040.0,236.0,800.0,200.0,200.0
1,05:00,2342.0,603.74,404.74,200.0,200.0
1,05:30,2260.0,1001.0,40.0,200.0,200.0
1,06:00,907.0,1002.0,40.0,200.0,200.0
1,06:30,694.0,624.0,420.0,200.0,200.0
1,07:00,694.0,626.0,420.0,200.0,200.0
1,07:30,694.0,628.0,420.0,200.0,200.0
1,08:00,694.0,1010.0,40.0,200.0,334.0
1,08:30,694.0,1012.0,40.0,200.0,258.0
1,09:00,694.0,1014.0,40.0,200.0,200.0
1,09:30,694.0,1016.0,40.0,200.0,200.0
1,10:00,694.0,638.0,420.0,200.0,200.0
1,10:30,694.0,1020.0,40.0,200.0,200.0
1,11:00,694.0,1022.0,40.0,200.0,200.0
1,11:30,694.0,264.0,800.0,200.0,200.0
1,12:00,1682.0,646.0,420.0,200.0,200.0
1,12:30,1686.0,268.0,800.0,200.0,200.0
1,13:00,1708.0,1030.0,40.0,200.0,200.0
1,13:30,1966.0,1032.0,40.0,200.0,200.0
1,14:00,2484.0,1034.0,40.0,200.0,200.0
1,14:30,2486.0,1036.0,40.0,200.0,200.0
1,15:00,2486.0,658.0,420.0,200.0,200.0
1,15:30,2486.0,280.0,800.0,200.0,200.0
1,16:00,2486.0,662.0,420.0,200.0,200.0
1,16:30,2454.0,664.0,420.0,200.0,200.0
1,17:00,2672.0,666.0,420.0,200.0,200.0
1,17:30,4938.0,668.0,420.0,200.0,200.0
1,18:00,4743.0,670.0,420.0,200.0,200.0
1,18:30,4743.0,672.0,420.0,200.0,200.0
1,19:00,4743.0,1054.0,40.0,200.0,200.0
1,19:30,4743.0,1056.0,40.0,200.0,200.0
1,20:00,4485.0,1058.0,40.0,200.0,200.0
1,20:30,4488.0,1060.0,40.0,200.0,200.0
1,21:00,4350.0,1062.0,40.0,200.0,200.0
1,21:30,4338.0,398.97,4.18,200.0,200.0
1,22:00,2594.0,1066.0,40.0,200.0,200.0
1,22:30,2428.0,1068.0,40.0,200.0,200.0
1,23:00,4464.0,652.0,40.0,200.0,200.0
1,23:30,3087.0,692.0,420.0,200.0,200.0
2,00:00,4467.0,693.0,420.0,200.0,200.0
2,00:30,3345.0,315.0,800.0,200.0,200.0
2,01:00,3231.0,1077.0,40.0,200.0,200.0
2,01:30,2828.0,318.0,800.0,200.0,200.0
2,02:00,3765.0,700.0,420.0,200.0,200.0
2,02:30,3189.0,701.0,420.0,200.0,200.0
2,03:00,4842.0,1083.0,40.0,200.0,200.0
2,03:30,4656.0,325.0,800.0,200.0,200.0
2,04:00,4296.0,1086.0,40.0,200.0,200.0
2,04:30,4488.0,708.0,420.0,200.0,200.0
2,05:00,4080.0,709.0,420.0,200.0,200.0
2,05:30,3354.0,1091.0,40.0,200.0,200.0
2,06:00,2298.0,333.0,800.0,200.0,200.0
2,06:30,2014.0,334.0,800.0,200.0,200.0
2,07:00,694.0,336.0,800.0,200.0,200.0
2,07:30,694.0,718.0,420.0,200.0,200.0
2,08:00,694.0,719.0,420.0,200.0,200.0
2,08:30,694.0,1101.0,40.0,200.0,200.0
2,09:00,694.0,1102.0,40.0,200.0,200.0
2,09:30,694.0,344.0,800.0,200.0,200.0
2,10:00,952.0,346.0,800.0,200.0,200.0
2,10:30,732.0,727.0,420.0,200.0,200.0
2,11:00,1253.0,349.0,800.0,200.0,200.0
2,11:30,1564.0,1110.0,40.0,200.0,200.0
2,12:00,3267.0,1112.0,40.0,200.0,200.0
2,12:30,3279.0,1114.0,40.0,200.0,200.0
2,13:00,3633.0,1115.0,40.0,200.0,200.0
2,13:30,3735.0,1117.0,40.0,200.0,200.0
2,14:00,4287.0,1118.0,40.0,200.0,200.0
2,14:30,4710.0,1120.0,40.0,200.0,200.0
2,15:00,4797.0,362.0,800.0,200.0,200.0
2,15:30,4803.0,1123.0,40.0,200.0,200.0
2,16:00,4845.0,1125.0,40.0,200.0,200.0
2,16:30,4893.0,1127.0,40.0,200.0,200.0
2,17:00,5193.0,1128.0,40.0,200.0,200.0
2,17:30,5193.0,1129.0,40.0,200.0,200.0
2,18:00,4743.0,1130.0,40.0,200.0,200.0
2,18:30,4743.0,1131.0,40.0,301.0,200.0
2,19:00,4743.0,1131.0,40.0,200.0,200.0
2,19:30,4743.0,1132.0,40.0,200.0,200.0
2,20:00,4743.0,1133.0,40.0,200.0,200.0
2,20:30,4743.0,1134.0,40.0,200.0,200.0
2,21:00,4743.0,754.0,420.0,200.0,200.0
2,21:30,4743.0,1135.0,40.0,200.0,200.0
2,22:00,5193.0,1136.0,40.0,200.0,200.0
2,22:30,5193.0,1136.0,40.0,200.0,200.0
2,23:00,5193.0,1137.0,40.0,200.0,200.0
2,23:30,5193.0,1138.0,40.0,200.0,200.0
3,00:00,3558.0,431.0,800.0,200.0,1593.0
3,00:30,2582.0,1193.0,40.0,1677.0,200.0
3,01:00,2824.0,1195.0,40.0,200.0,1748.0
3,01:30,1916.0,437.0,800.0,1831.0,200.0
3,02:00,1836.0,819.0,420.0,1884.0,200.0
3,02:30,1782.0,1201.0,40.0,1962.0,200.0
3,03:00,1630.0,1203.0,40.0,2064.0,200.0
3,03:30,1646.0,917.0,800.0,200.0,2146.0
3,04:00,1325.0,1183.0,40.0,200.0,2174.0
3,04:30,1200.0,1828.0,40.0,200.0,2230.0
3,05:00,909.0,1798.0,40.0,2286.0,200.0
3,05:30,694.0,1770.0,40.0,200.0,2480.0
3,06:00,1694.0,1120.0,40.0,2740.0,200.0
3,06:30,1311.0,1121.0,40.0,200.0,2898.0
3,07:00,1162.0,743.0,420.0,2818.0,200.0
3,07:30,1658.0,1124.0,40.0,200.0,2770.0
3,08:00,1236.0,1126.0,40.0,200.0,2548.0
3,08:30,1594.0,1127.0,40.0,200.0,2406.0
3,09:00,2708.0,1128.0,40.0,200.0,2364.0
3,09:30,2976.0,1130.0,40.0,200.0,2348.0
3,10:00,4305.0,751.0,420.0,2368.0,200.0
3,10:30,4236.0,1131.0,40.0,200.0,2354.0
3,11:00,4335.0,1132.0,40.0,200.0,2362.0
3,11:30,4179.0,752.0,420.0,2344.0,200.0
3,12:00,4341.0,1133.0,40.0,200.0,2332.0
3,12:30,4332.0,1134.0,40.0,200.0,2236.0
3,13:00,4689.0,1134.0,40.0,200.0,2122.0
3,13:30,4689.0,755.0,420.0,1846.0,200.0
3,14:00,4689.0,755.0,420.0,1689.0,200.0
3,14:30,4689.0,756.0,420.0,1542.0,200.0
3,15:00,4689.0,1137.0,40.0,200.0,1527.0
3,15:30,4689.0,1137.0,40.0,200.0,1509.0
3,16:00,4689.0,1182.0,40.0,200.0,2044.0
3,16:30,4689.0,1184.0,40.0,200.0,2130.0
3,17:00,4689.0,1186.0,40.0,200.0,2286.0
3,17:30,4689.0,808.0,420.0,200.0,2450.0
3,18:00,4689.0,1391.0,420.0,200.0,2942.0
3,18:30,4689.0,1392.0,420.0,200.0,3230.0
3,19:00,4689.0,1393.0,420.0,200.0,3354.0
3,19:30,4689.0,1394.0,420.0,200.0,3502.0
3,20:00,4743.0,1395.0,420.0,200.0,3162.0
3,20:30,4743.0,1776.0,40.0,200.0,2826.0
3,21:00,4743.0,1776.0,40.0,2638.0,200.0
3,21:30,4743.0,1778.0,40.0,200.0,2234.0
3,22:00,4743.0,1780.0,40.0,200.0,1844.0
3,22:30,4743.0,1376.0,40.0,200.0,1757.0
3,23:00,4743.0,1786.0,40.0,200.0,1813.0
3,23:30,4743.0,2186.0,40.0,200.0,1809.0
4,00:00,4332.0,431.0,800.0,1232.0,200.0
4,00:30,4335.0,1192.0,40.0,200.0,1285.0
4,01:00,4335.0,434.0,800.0,1312.0,200.0
4,01:30,4338.0,435.0,800.0,200.0,1377.0
4,02:00,3837.0,436.0,800.0,1495.0,200.0
4,02:30,3507.0,1198.0,40.0,200.0,1558.0
4,03:00,3711.0,439.0,800.0,1639.0,200.0
4,03:30,3555.0,1200.0,40.0,200.0,1711.0
4,04:00,4056.0,1302.0,40.0,200.0,1815.0
4,04:30,4110.0,1402.0,40.0,200.0,1875.0
4,05:00,4416.0,1372.0,40.0,200.0,1934.0
4,05:30,4560.0,1344.0,40.0,200.0,2072.0
4,06:00,4218.0,1117.0,40.0,200.0,2352.0
4,06:30,4218.0,739.0,420.0,2522.0,200.0
4,07:00,3810.0,1120.0,40.0,200.0,2520.0
4,07:30,3852.0,1121.0,40.0,100.0,2512.0
4,08:00,4113.0,1122.0,40.0,2000.0,257.0
4,08:30,4107.0,1123.0,40.0,100.0,2040.0
4,09:00,4314.0,365.0,800.0,1866.0,200.0
4,09:30,4230.0,1126.0,40.0,100.0,1912.0
4,10:00,4452.0,747.0,420.0,1889.0,200.0
4,10:30,4689.0,1128.0,40.0,100.0,1984.0
4,11:00,4689.0,1130.0,40.0,100.0,1950.0
4,11:30,4689.0,751.0,420.0,1885.0,200.0
4,12:00,4689.0,1132.0,40.0,100.0,1990.0
4,12:30,4689.0,1133.0,40.0,100.0,1940.0
4,13:00,4689.0,753.0,420.0,1583.0,200.0
4,13:30,4689.0,1134.0,40.0,1413.0,200.0
4,14:00,4689.0,1134.0,40.0,100.0,1400.0
4,14:30,4689.0,1135.0,40.0,100.0,1360.0
4,15:00,4689.0,1135.0,40.0,100.0,1025.0
4,15:30,4689.0,756.0,420.0,100.0,1141.0
4,16:00,4689.0,757.0,420.0,1461.0,200.0
4,16:30,4689.0,1035.0,420.0,1595.0,200.0
4,17:00,4689.0,542.0,800.0,2000.0,252.0
4,17:30,4689.0,1321.0,40.0,2000.0,1021.0
4,18:00,4689.0,1334.0,40.0,100.0,3632.0
4,18:30,4689.0,1820.0,40.0,138.0,4000.0
4,19:00,4689.0,1352.0,40.0,100.0,3934.0
4,19:30,4689.0,1438.0,40.0,100.0,3590.0
4,20:00,4743.0,1754.0,40.0,100.0,3240.0
4,20:30,4743.0,1337.0,40.0,100.0,2858.0
4,21:00,4743.0,1754.0,40.0,100.0,1888.0
4,21:30,4743.0,1756.0,40.0,100.0,1593.0
4,22:00,4743.0,1756.0,40.0,100.0,1481.0
4,22:30,4743.0,1760.0,40.0,100.0,1440.0
4,23:00,4743.0,1038.64,13.23,100.0,1428.0
4,23:30,4743.0,717.0,800.0,1247.0,200.0
5,00:00,3810.0,1191.0,40.0,200.0,1266.0
5,00:30,3810.0,1192.0,40.0,200.0,1330.0
5,01:00,3810.0,434.0,800.0,200.0,1339.0
5,01:30,3810.0,435.0,800.0,1420.0,200.0
5,02:00,3855.0,1197.0,40.0,200.0,1513.0
5,02:30,3879.0,1198.0,40.0,200.0,1568.0
5,03:00,3879.0,439.0,800.0,200.0,1691.0
5,03:30,3879.0,1293.0,40.0,1767.0,200.0
5,04:00,3879.0,1840.0,40.0,200.0,1860.0
5,04:30,3879.0,1810.0,40.0,1938.0,200.0
5,05:00,3879.0,1020.0,800.0,200.0,1970.0
5,05:30,3879.0,1372.0,420.0,200.0,2108.0
5,06:00,3879.0,734.0,420.0,200.0,2468.0
5,06:30,3879.0,1115.0,40.0,200.0,2664.0
5,07:00,3837.0,1116.0,40.0,200.0,2688.0
5,07:30,3882.0,1117.0,40.0,200.0,2574.0
5,08:00,3432.0,359.0,800.0,2000.0,374.0
5,08:30,3432.0,1120.0,40.0,200.0,2062.0
5,09:00,3432.0,1121.0,40.0,2000.0,344.0
5,09:30,3435.0,1122.0,40.0,200.0,2118.0
5,10:00,3360.0,363.0,800.0,2000.0,327.0
5,10:30,3354.0,1124.0,40.0,200.0,2112.0
5,11:00,3357.0,366.0,800.0,200.0,2118.0
5,11:30,3357.0,1127.0,40.0,200.0,2120.0
5,12:00,3357.0,1128.0,40.0,2000.0,323.0
5,12:30,3360.0,1129.0,40.0,2000.0,210.0
5,13:00,3360.0,1130.0,40.0,200.0,1800.0
5,13:30,3360.0,1131.0,40.0,200.0,1545.0
5,14:00,4011.0,751.0,420.0,200.0,1319.0
5,14:30,4212.0,1132.0,40.0,200.0,1207.0
5,15:00,4320.0,1132.0,40.0,1156.0,200.0
5,15:30,4689.0,1133.0,40.0,1177.0,200.0
5,16:00,4689.0,1133.0,40.0,200.0,1227.0
5,16:30,4689.0,374.0,800.0,200.0,1505.0
5,17:00,4689.0,1134.0,40.0,200.0,2286.0
5,17:30,4689.0,1135.0,40.0,200.0,2720.0
5,18:00,4689.0,1716.0,40.0,200.0,3558.0
5,18:30,4689.0,1510.0,420.0,493.0,4000.0
5,19:00,4689.0,1916.0,40.0,595.0,4000.0
5,19:30,4689.0,1748.0,40.0,2000.0,2730.0
5,20:00,4743.0,1750.0,40.0,2000.0,2380.0
5,20:30,4743.0,1750.0,40.0,200.0,3910.0
5,21:00,4743.0,1752.0,40.0,2000.0,1882.0
5,21:30,4743.0,1752.0,40.0,200.0,3050.0
5,22:00,4743.0,1754.0,40.0,200.0,2638.0
5,22:30,4743.0,1758.0,40.0,1994.0,200.0
5,23:00,4743.0,1355.0,40.0,1627.0,200.0
5,23:30,4743.0,1137.0,40.0,200.0,1513.0
