Dia,Hora,FOZIB_MW,PVLARRQ_MW,CPVPVL_MW,XESTR_MW,XTRIO_MW
1,00:00,2512.0,199.98,676.6,200.0,200.0
1,00:30,2504.0,980.0,40.0,200.0,200.0
1,01:00,2496.0,982.0,40.0,200.0,200.0
1,01:30,2488.0,984.0,40.0,200.0,200.0
1,02:00,2484.0,207.64,679.42,200.0,200.0
1,02:30,2356.0,592.34,403.42,200.0,200.0
1,03:00,1350.0,230.0,800.0,200.0,200.0
1,03:30,1444.0,596.73,403.84,200.0,200.0
1,04:00,1364.0,614.0,420.0,200.0,200.0
1,04:30,1406.0,236.0,800.0,200.0,200.0
1,05:00,1481.0,618.0,420.0,200.0,200.0
1,05:30,1234.0,987.21,39.8,200.0,200.0
1,06:00,694.0,1002.0,40.0,200.0,200.0
1,06:30,694.0,624.0,420.0,200.0,200.0
1,07:00,694.0,596.75,13.82,200.0,1658.0
1,07:30,694.0,1008.0,40.0,200.0,1791.0
1,08:00,694.0,1010.0,40.0,200.0,3470.0
1,08:30,694.0,794.71,29.24,200.0,3404.0
1,09:00,694.0,1014.0,40.0,200.0,2292.0
1,09:30,694.0,1016.0,40.0,200.0,2260.0
1,10:00,694.0,1018.0,40.0,200.0,970.0
1,10:30,694.0,1020.0,40.0,200.0,967.0
1,11:00,694.0,955.85,37.92,200.0,200.0
1,11:30,694.0,264.0,800.0,200.0,200.0
1,12:00,840.0,646.0,420.0,200.0,200.0
1,12:30,994.0,268.0,800.0,200.0,200.0
1,13:00,1018.0,1030.0,40.0,200.0,200.0
1,13:30,1102.0,1032.0,40.0,200.0,200.0
1,14:00,1760.0,1034.0,40.0,200.0,200.0
1,14:30,1870.0,1036.0,40.0,200.0,200.0
1,15:00,2486.0,1038.0,40.0,200.0,200.0
1,15:30,2486.0,228.86,538.44,200.0,200.0
1,16:00,2486.0,662.0,420.0,200.0,200.0
1,16:30,2464.0,664.0,420.0,200.0,200.0
1,17:00,3924.0,666.0,420.0,200.0,200.0
1,17:30,4935.0,668.0,420.0,200.0,200.0
1,18:00,4743.0,670.0,420.0,200.0,200.0
1,18:30,4743.0,672.0,420.0,200.0,200.0
1,19:00,4743.0,1054.0,40.0,200.0,200.0
1,19:30,4743.0,1056.0,40.0,200.0,200.0
1,20:00,4485.0,1058.0,40.0,200.0,200.0
1,20:30,4488.0,1060.0,40.0,200.0,200.0
1,21:00,4335.0,1062.0,40.0,200.0,200.0
1,21:30,4050.0,1064.0,40.0,200.0,200.0
1,22:00,2890.0,1066.0,40.0,200.0,200.0
1,22:30,2424.0,1068.0,40.0,200.0,200.0
1,23:00,4023.0,1070.0,40.0,200.0,200.0
1,23:30,3192.0,692.0,420.0,200.0,200.0
2,00:00,4044.0,693.0,420.0,200.0,200.0
2,00:30,2280.0,315.0,800.0,200.0,200.0
2,01:00,1880.0,1077.0,40.0,200.0,200.0
2,01:30,1185.0,318.0,800.0,200.0,200.0
2,02:00,2448.0,700.0,420.0,200.0,200.0
2,02:30,2004.0,701.0,420.0,200.0,200.0
2,03:00,4257.0,1083.0,40.0,200.0,200.0
2,03:30,4119.0,325.0,800.0,200.0,200.0
2,04:00,3537.0,780.09,23.69,200.0,200.0
2,04:30,3453.0,708.0,420.0,200.0,200.0
2,05:00,3081.0,709.0,420.0,200.0,200.0
2,05:30,2352.0,1091.0,40.0,200.0,200.0
2,06:00,694.0,333.0,800.0,200.0,200.0
2,06:30,694.0,334.0,800.0,200.0,200.0
2,07:00,694.0,336.0,800.0,200.0,200.0
2,07:30,694.0,718.0,420.0,200.0,200.0
2,08:00,694.0,719.0,420.0,200.0,200.0
2,08:30,694.0,1101.0,40.0,200.0,200.0
2,09:00,694.0,1102.0,40.0,200.0,200.0
2,09:30,694.0,344.0,800.0,200.0,200.0
2,10:00,694.0,346.0,800.0,200.0,200.0
2,10:30,694.0,727.0,420.0,200.0,200.0
2,11:00,694.0,349.0,800.0,200.0,200.0
2,11:30,694.0,843.11,27.79,200.0,200.0
2,12:00,1800.0,1112.0,40.0,200.0,200.0
2,12:30,1872.0,1114.0,40.0,200.0,200.0
2,13:00,2166.0,1115.0,40.0,200.0,200.0
2,13:30,2226.0,1117.0,40.0,200.0,200.0
2,14:00,3159.0,1118.0,40.0,200.0,200.0
2,14:30,3438.0,1120.0,40.0,200.0,200.0
2,15:00,3606.0,362.0,800.0,200.0,200.0
2,15:30,3957.0,1123.0,40.0,200.0,200.0
2,16:00,4857.0,1125.0,40.0,200.0,200.0
2,16:30,4863.0,1127.0,40.0,200.0,200.0
2,17:00,4914.0,1128.0,40.0,200.0,200.0
2,17:30,5193.0,1129.0,40.0,200.0,200.0
2,18:00,4743.0,1130.0,40.0,200.0,200.0
2,18:30,4743.0,1131.0,40.0,342.0,200.0
2,19:00,4743.0,1131.0,40.0,200.0,200.0
2,19:30,4743.0,1132.0,40.0,200.0,200.0
2,20:00,4743.0,1133.0,40.0,200.0,200.0
2,20:30,4743.0,1134.0,40.0,200.0,200.0
2,21:00,4743.0,754.0,420.0,200.0,200.0
2,21:30,4743.0,1135.0,40.0,200.0,200.0
2,22:00,5193.0,1136.0,40.0,200.0,200.0
2,22:30,5193.0,1136.0,40.0,200.0,200.0
2,23:00,5193.0,1137.0,40.0,200.0,200.0
2,23:30,5052.0,1138.0,40.0,200.0,200.0
3,00:00,4344.0,431.0,800.0,200.0,943.0
3,00:30,3510.0,1193.0,40.0,1020.0,200.0
3,01:00,3672.0,1195.0,40.0,200.0,1012.0
3,01:30,2922.0,437.0,800.0,1081.0,200.0
3,02:00,2878.0,819.0,420.0,1125.0,200.0
3,02:30,2322.0,1201.0,40.0,1186.0,200.0
3,03:00,2082.0,443.0,800.0,1144.0,200.0
3,03:30,2024.0,444.0,800.0,1187.0,200.0
3,04:00,1265.0,1206.0,40.0,200.0,1222.0
3,04:30,1242.0,1208.0,40.0,1293.0,200.0
3,05:00,1728.0,829.0,420.0,200.0,1329.0
3,05:30,2030.0,1586.0,40.0,200.0,1484.0
3,06:00,2526.0,759.0,420.0,1982.0,200.0
3,06:30,2298.0,760.0,420.0,200.0,1910.0
3,07:00,1938.0,760.0,420.0,1802.0,200.0
3,07:30,2276.0,761.0,420.0,1850.0,200.0
3,08:00,1894.0,1142.0,40.0,200.0,1686.0
3,08:30,2354.0,1142.0,40.0,200.0,1536.0
3,09:00,2826.0,1143.0,40.0,200.0,2202.0
3,09:30,2638.0,1143.0,40.0,200.0,2554.0
3,10:00,4275.0,764.0,420.0,2570.0,200.0
3,10:30,4173.0,1145.0,40.0,200.0,2556.0
3,11:00,4263.0,1234.0,40.0,200.0,2542.0
3,11:30,4176.0,855.0,420.0,2550.0,200.0
3,12:00,4176.0,1236.0,40.0,200.0,2514.0
3,12:30,4131.0,1236.0,40.0,200.0,2418.0
3,13:00,4320.0,1237.0,40.0,200.0,2116.0
3,13:30,4314.0,857.0,420.0,1866.0,200.0
3,14:00,4305.0,858.0,420.0,1715.0,200.0
3,14:30,4689.0,859.0,420.0,1556.0,200.0
3,15:00,4689.0,1239.0,40.0,200.0,1542.0
3,15:30,4689.0,1240.0,40.0,200.0,1513.0
3,16:00,4689.0,1240.0,40.0,200.0,1555.0
3,16:30,4689.0,1241.0,40.0,200.0,1641.0
3,17:00,4689.0,1241.0,40.0,200.0,1793.0
3,17:30,4689.0,862.0,420.0,200.0,1972.0
3,18:00,4689.0,1115.0,420.0,200.0,2754.0
3,18:30,4689.0,1451.0,420.0,200.0,3036.0
3,19:00,4689.0,782.58,243.8,200.0,3076.0
3,19:30,4689.0,1170.0,420.0,200.0,3282.0
3,20:00,4743.0,1088.0,420.0,200.0,2870.0
3,20:30,4743.0,1465.0,40.0,200.0,2606.0
3,21:00,4743.0,1462.0,40.0,2398.0,200.0
3,21:30,4743.0,1668.0,40.0,200.0,2058.0
3,22:00,4743.0,1442.0,40.0,200.0,1403.0
3,22:30,4743.0,1240.0,40.0,200.0,1350.0
3,23:00,4743.0,1001.93,22.82,200.0,1561.0
3,23:30,4743.0,1009.46,22.98,200.0,1403.0
4,00:00,4335.0,481.0,800.0,1309.0,200.0
4,00:30,4335.0,1241.0,40.0,200.0,1308.0
