Dia,Hora,EXP_NEN,EXP_NESE,EXP_NE,EXP_SULSECO,EXP_NS
1,00:00,4104.2,4632.9,8737.1,4311.4,-1.5
1,00:30,3953.0,4571.9,8524.9,1465.7,-51.7
1,01:00,4070.2,4895.2,8965.4,3044.0,226.0
1,01:30,4020.0,4814.0,8834.0,4848.0,319.4
1,02:00,3937.8,4607.4,8545.2,5175.5,182.70000000000002
1,02:30,3714.5,4763.8,8478.3,2449.0,348.3
1,03:00,3867.5,4758.0,8625.5,180.09999999999997,182.2
1,03:30,3777.8999999999996,4896.7,8674.6,839.2,424.0
1,04:00,3803.1,4975.6,8778.7,1234.3000000000002,438.2
1,04:30,3845.1,5090.0,8935.1,2415.3,514.3
1,05:00,3747.9,4911.4,8659.3,820.5999999999999,521.6
1,05:30,3959.7,4465.8,8425.5,841.4,72.4
1,06:00,4248.1,5081.7,9329.8,2426.0,446.5
1,06:30,4261.0,5121.5,9382.5,4310.3,575.1
1,07:00,5744.9,7007.0,12751.9,5190.8,1465.8
1,07:30,5613.1,7828.2,13441.3,555.1,2165.2
1,08:00,6153.4,7688.599999999999,13842.0,4326.9,1928.1
1,08:30,6019.5,8245.2,14264.7,1225.8,2342.3
1,09:00,6064.0,7153.3,13217.300000000001,6099.3,1729.4
1,09:30,6002.1,7793.1,13795.2,3295.9,2091.1
1,10:00,5671.5,7758.200000000001,13429.7,634.6,2225.2
1,10:30,5866.4,7251.1,13117.5,4508.099999999999,1828.6
1,11:00,5581.0,6985.0,12566.0,3197.2,1863.4
1,11:30,5499.7,7057.8,12557.5,3297.1,1900.5
1,12:00,5297.7,6091.299999999999,11389.0,4514.900000000001,1352.8
1,12:30,5377.8,6330.5,11708.3,4426.6,1466.0
1,13:00,5224.7,6416.1,11640.800000000001,1072.3,1572.2
1,13:30,5259.6,6072.099999999999,11331.699999999999,3685.4,1289.3
1,14:00,5031.1,5552.2,10583.300000000001,3399.1,1015.8
1,14:30,5060.9,5106.5,10167.4,5013.1,668.9
1,15:00,5108.5,4669.6,9778.1,6702.900000000001,295.8
1,15:30,5094.2,4892.5,9986.7,6745.2,428.1
1,16:00,4884.3,5183.6,10067.9,6227.9,521.1
1,16:30,4780.4,5159.5,9939.9,7022.8,532.6
1,17:00,3747.8,5022.6,8770.4,3231.3,958.9000000000001
1,17:30,3459.6000000000004,4762.5,8222.1,5008.5,929.9
1,18:00,2492.8,5411.8,7904.6,2803.0,2213.0
1,18:30,1954.8,5832.0,7786.799999999999,2235.1,2992.3
1,19:00,2869.9,6074.0,8943.9,2246.9,2722.5
1,19:30,3145.0,5927.200000000001,9072.2,2230.5,2323.0
1,20:00,3385.4,6315.2,9700.6,860.6000000000001,2280.4
1,20:30,4038.6,5847.1,9885.7,1234.1000000000001,1457.2
1,21:00,4342.0,5815.5,10157.5,1433.5,1118.5
1,21:30,4390.9,5744.5,10135.4,1588.8000000000002,1086.5
1,22:00,4482.5,5724.5,10207.0,4177.5,1048.0
1,22:30,4116.7,5275.3,9392.0,3724.0,901.7
1,23:00,4218.7,5133.0,9351.7,3795.8999999999996,803.8
1,23:30,4197.2,5196.9,9394.1,3773.6,853.8
2,00:00,4483.7,5150.3,9634.0,3885.8999999999996,568.9000000000001
2,00:30,4895.3,5157.9,10053.2,7417.2,385.0
2,01:00,4676.6,5518.8,10195.4,4444.599999999999,748.2
2,01:30,4538.8,5535.7,10074.5,4234.3,787.9
2,02:00,4260.4,4868.0,9128.4,6041.6,691.9
2,02:30,3964.8,4948.0,8912.800000000001,2404.2,785.8
2,03:00,3339.3,4225.5,7564.8,3396.0,837.4
2,03:30,3159.4,4322.0,7481.4,4256.8,1000.5
2,04:00,3260.3,4546.5,7806.8,2330.6,874.0
2,04:30,3151.4,4477.9,7629.3,2559.1,857.4
2,05:00,3433.2,4294.4,7727.6,3847.2,609.0
2,05:30,3846.0,3477.9,7323.9,4797.9,-215.8
2,06:00,4017.2,4164.6,8181.8,5095.4,211.60000000000002
2,06:30,3891.5,4823.0,8714.5,2844.8,828.0
2,07:00,4867.0,6848.7,11715.7,950.9,2087.0
2,07:30,5005.3,6646.1,11651.4,2673.6,1932.1
2,08:00,4779.1,6699.8,11478.9,990.5000000000001,2181.5
2,08:30,4785.7,6829.5,11615.2,808.8,2321.8
2,09:00,4789.4,6334.7,11124.1,3543.0,1956.5
2,09:30,4698.6,6620.9,11319.5,2761.6,2198.2
2,10:00,4433.3,6286.5,10719.800000000001,2921.7000000000003,2091.3
2,10:30,4523.1,5983.4,10506.5,4651.5,1918.8000000000002
2,11:00,4123.4,5555.1,9678.5,3731.1000000000004,1763.8999999999999
2,11:30,4210.7,5349.2,9559.9,4383.5,1612.3
2,12:00,4031.0,4717.2,8748.2,3676.0,1342.0
2,12:30,3928.4,4929.2,8857.6,1937.5,1502.0
2,13:00,3978.0,4832.8,8810.8,2070.5,1447.0
2,13:30,4101.1,4351.3,8452.4,3924.9,1016.7
2,14:00,4145.7,3898.6,8044.299999999999,4482.6,667.0
2,14:30,4066.8,3729.6,7796.4,4502.5,517.6
2,15:00,4098.9,4522.7,8621.6,1734.7,1103.3
2,15:30,4261.7,3881.0,8142.700000000001,4617.4,526.5
2,16:00,3743.0,3388.7999999999997,7131.8,4500.3,273.0
2,16:30,3647.0,3427.7999999999997,7074.8,4572.3,327.2
2,17:00,2675.5,2844.5,5520.0,3576.5,55.300000000000004
2,17:30,1868.7,3007.7,4876.4,3954.0,656.5999999999999
2,18:00,1233.6999999999998,4874.8,6108.5,1600.8999999999999,2529.1
2,18:30,1258.6,5072.1,6330.7,1456.5,2650.0
2,19:00,1530.0,5569.2,7099.2,1419.8,2752.8
2,19:30,1800.1,5414.1,7214.2,1459.7,2513.0
2,20:00,2319.4,5752.3,8071.7,1776.8999999999999,2197.0
2,20:30,2853.2,5660.9,8514.1,1960.3,1797.6
2,21:00,2825.2,5533.6,8358.8,2006.9,1636.5
2,21:30,2665.9,5198.8,7864.7,2092.2,1474.4
2,22:00,2417.8,4646.1,7063.9,4314.4,1128.6
2,22:30,2425.1,4701.2,7126.3,3356.1,1204.1
2,23:00,2558.7,4606.9,7165.6,2651.2000000000003,1078.3
2,23:30,2693.1,4598.8,7291.9,5158.5,1115.7
3,00:00,1605.8,4500.8,6106.6,1385.8999999999999,1867.6
3,00:30,1557.5,4586.8,6144.3,811.4999999999999,1899.9
3,01:00,1472.3,4036.3999999999996,5508.7,1801.5,1774.2
3,01:30,1430.0,4147.3,5577.3,1884.2,1773.1
3,02:00,1408.8,3829.9,5238.7,4095.6,1663.0
3,02:30,1397.7,4024.2,5421.9,1662.6000000000001,1704.8
3,03:00,1454.4,4043.3,5497.7,2917.6000000000004,1624.0
3,03:30,1526.9,4034.3,5561.2,3506.2999999999997,1637.8
3,04:00,1732.2,4677.7,6409.9,1872.8999999999999,1888.7
3,04:30,1876.0,4536.2,6412.2,2972.9,1774.1999999999998
3,05:00,2200.9,4445.2,6646.1,4727.6,1507.2
3,05:30,2283.7,4674.4,6958.1,3696.2000000000003,1638.8
3,06:00,2504.9,4254.8,6759.7,5250.4,996.8
3,06:30,2589.5,4328.0,6917.5,5765.7,1215.0
3,07:00,2912.3,6642.7,9555.0,1963.6,2796.3
3,07:30,3104.8,6018.8,9123.6,4558.4,2426.8
3,08:00,3047.2,7374.3,10421.5,944.0,3287.1
3,08:30,2966.5,7281.8,10248.3,692.9,3248.0
3,09:00,2626.0,6804.6,9430.6,359.7999999999998,2935.2
3,09:30,2606.1,6735.5,9341.6,317.5000000000001,2889.7
3,10:00,2144.7,5756.8,7901.5,1273.0,2300.3
3,10:30,2181.6,5640.5,7822.099999999999,1772.8,2277.6
3,11:00,1754.8,4896.9,6651.7,1692.5,2014.8000000000002
3,11:30,1811.1,4804.5,6615.6,3576.3,1907.5
3,12:00,1763.2,4586.7,6349.900000000001,2938.0,2067.3
3,12:30,1875.8,4245.2,6121.0,5203.7,1760.3
3,13:00,1285.6,3870.1,5155.7,2562.9,1909.9
3,13:30,1194.8,3565.0,4759.8,6033.2,1694.2
3,14:00,1465.6,4214.2,5679.8,4713.1,1905.4
3,14:30,1390.0,4291.5,5681.5,5032.2,1957.2
3,15:00,1659.8,4772.2,6432.0,4892.2,2250.1
3,15:30,1541.5,4715.6,6257.099999999999,5011.2,2314.0
3,16:00,1098.4,4179.6,5278.0,4828.0,2174.0
3,16:30,943.9000000000001,4122.6,5066.5,4650.7,2222.7
3,17:00,551.7,3582.0,4133.7,4505.0,1814.0
3,17:30,763.4,4086.6,4850.0,4393.9,2042.1
3,18:00,1180.0,5170.4,6350.4,4052.0,2859.6
