Dia,Hora,FOZIB_MW,PVLARRQ_MW,CPVPVL_MW,XESTR_MW,XTRIO_MW
1,00:00,2512.0,199.85,675.74,200.0,200.0
1,00:30,2504.0,980.0,40.0,200.0,200.0
1,01:00,2496.0,982.0,40.0,200.0,200.0
1,01:30,2488.0,984.0,40.0,200.0,200.0
1,02:00,2484.0,207.51,678.6,200.0,200.0
1,02:30,2482.0,592.29,403.38,200.0,200.0
1,03:00,1872.0,230.0,800.0,200.0,200.0
1,03:30,1772.0,612.0,420.0,200.0,200.0
1,04:00,1854.0,920.03,37.48,200.0,200.0
1,04:30,1930.0,236.0,800.0,200.0,200.0
1,05:00,1854.0,603.56,404.62,200.0,200.0
1,05:30,1668.0,929.37,37.61,200.0,200.0
1,06:00,1136.0,1002.0,40.0,200.0,200.0
1,06:30,817.0,624.0,420.0,200.0,200.0
1,07:00,694.0,626.0,420.0,200.0,200.0
1,07:30,694.0,157.0,800.0,200.0,200.0
1,08:00,694.0,1010.0,40.0,200.0,1699.0
1,08:30,694.0,1012.0,40.0,200.0,1633.0
1,09:00,694.0,1014.0,40.0,200.0,675.0
1,09:30,694.0,1016.0,40.0,200.0,671.0
1,10:00,694.0,638.0,420.0,200.0,200.0
1,10:30,694.0,1020.0,40.0,200.0,200.0
1,11:00,694.0,956.49,37.94,200.0,200.0
1,11:30,694.0,264.0,800.0,200.0,200.0
1,12:00,909.0,646.0,420.0,200.0,200.0
1,12:30,694.0,268.0,800.0,200.0,200.0
1,13:00,1263.0,1030.0,40.0,200.0,200.0
1,13:30,1532.0,1032.0,40.0,200.0,200.0
1,14:00,2346.0,1034.0,40.0,200.0,200.0
1,14:30,2486.0,1036.0,40.0,200.0,200.0
1,15:00,2486.0,1038.0,40.0,200.0,200.0
1,15:30,2486.0,206.44,512.1,200.0,200.0
1,16:00,2454.0,662.0,420.0,200.0,200.0
1,16:30,2456.0,664.0,420.0,200.0,200.0
1,17:00,2796.0,666.0,420.0,200.0,200.0
1,17:30,4935.0,668.0,420.0,200.0,200.0
1,18:00,4743.0,670.0,420.0,200.0,200.0
1,18:30,4743.0,672.0,420.0,200.0,200.0
1,19:00,4743.0,1054.0,40.0,200.0,200.0
1,19:30,4743.0,1056.0,40.0,200.0,200.0
1,20:00,4485.0,1058.0,40.0,200.0,200.0
1,20:30,4488.0,1060.0,40.0,200.0,200.0
1,21:00,4350.0,1062.0,40.0,200.0,200.0
1,21:30,3573.0,1064.0,40.0,200.0,200.0
1,22:00,2432.0,1066.0,40.0,200.0,200.0
1,22:30,2428.0,1068.0,40.0,200.0,200.0
1,23:00,4731.0,652.0,40.0,200.0,200.0
1,23:30,3702.0,692.0,420.0,200.0,200.0
2,00:00,4536.0,693.0,420.0,200.0,200.0
2,00:30,3471.0,315.0,800.0,200.0,200.0
2,01:00,2886.0,1077.0,40.0,200.0,200.0
2,01:30,2378.0,318.0,800.0,200.0,200.0
